Fecha del Siniestro,Tipo de auto,Modelo,Monto del siniestro,Aplica cobertura,Deducible,Reclamo de no-Cobertura,Pérdida total
17/01/2020,Austero,2017,150,Si,1200,Si,No
31/01/2020,Austero,2018,3120,Si,1800,No,No
26/11/2020,Austero,2017,760,Si,1600,Si,No
19/06/2020,Austero,2017,6260,Si,1200,No,No
11/08/2020,Deportivo,2017,38120,Si,4700,No,No
16/02/2020,Austero,2017,9220,Si,1800,No,No
15/02/2020,Camioneta,2017,50280,Si,10000,No,No
06/07/2020,Austero,2017,5550,Si,1400,No,No
26/01/2020,Subcompacto,2017,13880,Si,2100,No,No
09/02/2020,compacto,2017,23780,Si,3000,No,No
03/02/2020,Camioneta,2016,60280,Si,9700,No,No
12/06/2020,compacto,2017,28600,Si,3000,No,No
03/03/2020,Austero,2017,7990,Si,1000,No,No
24/11/2020,Austero,2017,5650,Si,1100,No,No
27/04/2020,Camioneta,2017,174590,Si,6400,No,No
07/06/2020,De Lujo,2017,47300,Si,5600,No,No
28/05/2020,Deportivo,2017,38320,Si,4800,No,No
28/10/2020,Austero,2016,1750,Si,1200,No,No
03/12/2020,Camioneta,2017,56940,Si,9800,No,No
12/09/2020,Austero,2017,1380,Si,2000,Si,No
06/03/2020,Austero,2017,1130,Si,1100,No,No
14/05/2020,Austero,2019,3940,Si,1800,No,No
14/10/2020,Subcompacto,2017,11140,Si,2300,No,No
17/07/2020,Austero,2017,8730,Si,1900,No,No
07/10/2020,Austero,2017,9290,Si,1000,No,No
11/07/2020,Austero,2018,7020,Si,1900,No,No
28/04/2020,Austero,2018,6340,Si,1100,No,No
09/05/2020,Austero,2017,9170,Si,1500,No,No
13/11/2020,Deportivo,2017,33050,Si,4300,No,No
29/09/2020,Camioneta,2016,57220,Si,6100,No,No
24/11/2020,Subcompacto,2017,11900,Si,2600,No,No
05/08/2020,Subcompacto,2017,17700,Si,2100,No,No
21/04/2020,Austero,2016,9570,Si,1200,No,No
28/01/2020,De Lujo,2017,46340,Si,5500,No,No
04/06/2020,Camioneta,2017,107810,Si,9900,No,No
03/06/2020,Austero,2017,2250,Si,1000,No,No
12/04/2020,Austero,2017,80,Si,1400,Si,No
05/09/2020,Austero,2017,1520,Si,1000,No,No
19/04/2020,Austero,2017,5130,Si,1300,No,No
09/03/2020,compacto,2018,23540,Si,3200,No,No
30/06/2020,Camioneta,2018,52100,Si,9400,No,No
15/08/2020,Austero,2017,2350,Si,1900,No,No
01/09/2020,Subcompacto,2017,11870,Si,2500,No,No
14/05/2020,De Lujo,2017,46730,Si,5700,No,No
25/06/2020,Subcompacto,2017,12430,Si,2300,No,No
27/09/2020,Camioneta,2017,52440,Si,9500,No,No
06/11/2020,Camioneta,2016,72820,Si,7500,No,No
29/01/2020,Deportivo,2017,38720,Si,4800,No,No
15/04/2020,Austero,2016,8970,Si,1000,No,No
03/04/2020,Camioneta,2017,107550,Si,9400,No,No
20/03/2020,Deportivo,2017,31970,Si,5000,No,No
21/03/2020,Austero,2017,2210,Si,1600,No,No
10/11/2020,Austero,2017,2130,Si,1800,No,No
01/11/2020,Camioneta,2017,59110,Si,9100,No,No
07/03/2020,compacto,2018,27400,Si,4000,No,No
02/05/2020,Camioneta,2018,92550,Si,7700,No,No
10/02/2020,compacto,2017,23810,Si,3600,No,No
28/05/2020,Austero,2016,8220,Si,1800,No,No
07/07/2020,Camioneta,2018,125290,Si,7800,No,No
30/11/2020,Austero,2017,4810,Si,1000,No,No
30/10/2020,Austero,2017,4230,Si,1200,No,No
13/01/2020,Camioneta,2017,71800,Si,6200,No,No
29/07/2020,Deportivo,2017,38840,Si,5000,No,No
05/03/2020,De Lujo,2017,43420,Si,5900,No,No
18/01/2020,Subcompacto,2017,17720,Si,2500,No,No
28/09/2020,Austero,2016,6910,Si,1600,No,No
04/11/2020,compacto,2017,26910,Si,3700,No,No
21/06/2020,Deportivo,2017,32530,Si,5000,No,No
15/12/2020,Camioneta,2017,107940,Si,9300,No,No
11/03/2020,Austero,2017,7480,Si,1900,No,No
08/12/2020,Subcompacto,2018,13090,Si,2500,No,No
22/11/2020,Subcompacto,2017,12670,Si,2400,No,No
01/05/2020,Camioneta,2017,79040,Si,7500,No,No
01/07/2020,Camioneta,2017,61000,Si,8200,No,No
28/06/2020,Austero,2016,560,Si,1900,Si,No
19/03/2020,Subcompacto,2018,13900,Si,2500,No,No
09/07/2020,Austero,2017,1390,Si,2000,Si,No
30/11/2020,Subcompacto,2016,17120,Si,2200,No,No
25/06/2020,Austero,2018,2510,Si,1800,No,No
08/02/2020,Camioneta,2016,55870,Si,9400,No,No
07/10/2020,compacto,2016,26400,Si,3600,No,No
07/08/2020,Camioneta,2019,52710,Si,9300,No,No
10/12/2020,Subcompacto,2018,12030,Si,2800,No,No
17/09/2020,Subcompacto,2017,14470,Si,2500,No,No
04/08/2020,Austero,2018,3920,Si,1600,No,No
26/05/2020,Austero,2016,6340,Si,1600,No,No
03/03/2020,Deportivo,2017,39350,Si,4500,No,No
02/04/2020,compacto,2017,25120,Si,3100,No,No
16/05/2020,Austero,2017,8560,Si,1300,No,No
16/01/2020,Austero,2018,2540,Si,1000,No,No
07/06/2020,Camioneta,2018,62100,Si,6300,No,No
29/11/2020,Austero,2017,1640,Si,1900,Si,No
26/03/2020,Austero,2017,3200,Si,1000,No,No
10/02/2020,Camioneta,2016,141150,Si,8600,No,No
25/08/2020,Austero,2017,680,Si,1600,Si,No
09/05/2020,Camioneta,2018,57670,Si,9900,No,No
27/07/2020,Camioneta,2017,59850,Si,6400,No,No
09/04/2020,Camioneta,2017,53130,Si,6500,No,No
29/10/2020,Camioneta,2017,68110,Si,6600,No,No
08/03/2020,Austero,2016,5340,Si,1700,No,No
30/01/2020,Austero,2017,6860,Si,1600,No,No
15/05/2020,Subcompacto,2017,14410,Si,2700,No,No
25/04/2020,Austero,2017,9890,Si,1400,No,No
02/10/2020,Subcompacto,2016,15490,Si,2800,No,No
19/10/2020,Austero,2016,9890,Si,1800,No,No
28/01/2020,compacto,2018,21180,Si,3300,No,No
22/09/2020,Camioneta,2018,56500,Si,7100,No,No
22/03/2020,Subcompacto,2017,15470,Si,2500,No,No
18/07/2020,compacto,2017,22130,Si,3100,No,No
16/07/2020,Austero,2016,2090,Si,1800,No,No
08/11/2020,De Lujo,2017,46320,Si,5700,No,No
19/05/2020,Subcompacto,2016,19300,Si,2800,No,No
06/05/2020,compacto,2018,24700,Si,3700,No,No
18/05/2020,Austero,2016,4420,Si,1300,No,No
31/08/2020,Camioneta,2017,67910,Si,7000,No,No
10/10/2020,Austero,2017,3200,Si,1100,No,No
27/11/2020,Austero,2017,6520,Si,1200,No,No
28/04/2020,Subcompacto,2017,17130,Si,2700,No,No
12/06/2020,Austero,2018,4090,Si,1200,No,No
27/01/2020,Austero,2017,450,Si,2000,Si,No
25/03/2020,compacto,2017,20360,Si,3700,No,No
07/12/2020,Deportivo,2017,39350,Si,4500,No,No
11/08/2020,Camioneta,2018,82290,Si,9200,No,No
20/09/2020,Austero,2017,3910,Si,1700,No,No
21/05/2020,compacto,2018,29440,Si,3000,No,No
09/06/2020,Subcompacto,2017,17120,Si,2500,No,No
05/06/2020,Austero,2018,2400,Si,1100,No,No
14/12/2020,Subcompacto,2016,13190,Si,2600,No,No
27/03/2020,Camioneta,2016,56100,Si,9200,No,No
26/12/2020,Deportivo,2017,35790,Si,4300,No,No
31/10/2020,Austero,2017,7650,Si,1100,No,No
04/06/2020,Deportivo,2017,36850,Si,4100,No,No
21/07/2020,compacto,2016,28640,Si,3800,No,No
02/12/2020,Austero,2017,820,Si,1700,Si,No
01/12/2020,Camioneta,2018,87130,Si,8100,No,No
05/01/2020,Camioneta,2017,70480,Si,6700,No,No
08/10/2020,Camioneta,2018,59840,Si,7600,No,No
01/08/2020,De Lujo,2017,40260,Si,5400,No,No
20/05/2020,Subcompacto,2017,17820,Si,2900,No,No
03/06/2020,compacto,2018,28240,Si,3000,No,No
02/06/2020,Austero,2015,5760,Si,1800,No,No
13/09/2020,Austero,2016,4410,Si,1200,No,No
15/02/2020,Austero,2017,2430,Si,1900,No,No
29/08/2020,Deportivo,2016,32400,Si,4500,No,No
16/05/2020,Deportivo,2018,32750,Si,4200,No,No
31/01/2020,compacto,2017,21010,Si,3800,No,No
07/11/2020,De Lujo,2016,47880,Si,5500,No,No
09/12/2020,Camioneta,2017,70580,Si,6700,No,No
16/06/2020,Subcompacto,2018,19320,Si,2900,No,No
26/08/2020,Deportivo,2016,36070,Si,4500,No,No
28/03/2020,Deportivo,2017,35300,Si,4400,No,No
23/02/2020,Camioneta,2017,177540,Si,8400,No,No
25/04/2020,Austero,2017,5780,Si,1300,No,No
07/10/2020,compacto,2017,23060,Si,3500,No,No
20/06/2020,Subcompacto,2015,17850,Si,2600,No,No
11/09/2020,Subcompacto,2017,10570,Si,2000,No,No
17/12/2020,compacto,2017,26190,Si,3200,No,No
11/07/2020,Camioneta,2017,58160,Si,7500,No,No
24/07/2020,Austero,2016,4250,Si,1200,No,No
11/01/2020,Camioneta,2017,50780,Si,8500,No,No
30/12/2020,Camioneta,2017,64500,Si,6300,No,No
30/09/2020,De Lujo,2016,49900,Si,5700,No,No
21/03/2020,Austero,2016,3280,Si,1200,No,No
09/08/2020,De Lujo,2017,44690,Si,5300,No,No
04/08/2020,Camioneta,2015,82710,Si,7700,No,No
25/10/2020,compacto,2017,23710,Si,3400,No,No
02/05/2020,compacto,2017,20970,Si,3200,No,No
18/05/2020,Subcompacto,2016,19210,Si,3000,No,No
30/07/2020,Austero,2016,6240,Si,1100,No,No
08/08/2020,Austero,2017,8770,Si,1000,No,No
16/03/2020,compacto,2018,28820,Si,3500,No,No
11/02/2020,compacto,2018,26030,Si,3000,No,No
23/03/2020,compacto,2016,29510,Si,3200,No,No
02/03/2020,De Lujo,2016,46120,Si,5100,No,No
06/10/2020,Austero,2016,4520,Si,1200,No,No
27/09/2020,Camioneta,2017,63840,Si,9000,No,No
01/04/2020,Austero,2017,2680,Si,1200,No,No
25/01/2020,Deportivo,2016,31110,Si,4600,No,No
02/04/2020,Subcompacto,2018,11500,Si,3000,No,No
16/07/2020,Deportivo,2016,30460,Si,4000,No,No
12/02/2020,Subcompacto,2017,14440,Si,2800,No,No
16/10/2020,compacto,2015,23820,Si,3800,No,No
15/03/2020,Deportivo,2017,37550,Si,4500,No,No
25/06/2020,Austero,2017,3630,Si,1600,No,No
28/05/2020,Subcompacto,2017,16980,Si,2800,No,No
08/02/2020,Subcompacto,2018,12400,Si,2500,No,No
15/07/2020,Austero,2017,4850,Si,1700,No,No
26/06/2020,compacto,2016,29150,Si,3400,No,No
30/05/2020,Austero,2017,6390,Si,1600,No,No
14/05/2020,Austero,2016,9370,Si,1000,No,No
09/11/2020,Austero,2016,5580,Si,1000,No,No
01/08/2020,compacto,2017,22780,Si,3900,No,No
18/09/2020,Austero,2017,1900,Si,2000,Si,No
12/11/2020,compacto,2017,29650,Si,3200,No,No
15/05/2020,Camioneta,2016,59360,Si,7000,No,No
28/07/2020,Camioneta,2018,65700,Si,6900,No,No
13/12/2020,Subcompacto,2017,14140,Si,2300,No,No
12/04/2020,De Lujo,2017,48230,Si,5400,No,No
02/09/2020,compacto,2017,24970,Si,3600,No,No
12/01/2020,Deportivo,2017,36920,Si,4200,No,No
10/04/2020,Camioneta,2017,151280,Si,7000,No,No
13/07/2020,Camioneta,2017,61200,Si,9200,No,No
10/04/2020,Camioneta,2018,66630,Si,6700,No,No
27/12/2020,Subcompacto,2018,13040,Si,2900,No,No
01/05/2020,Austero,2018,1550,Si,1900,Si,No
22/06/2020,De Lujo,2016,49600,Si,5600,No,No
21/08/2020,compacto,2017,24860,Si,3100,No,No
26/04/2020,Austero,2017,20,Si,1000,Si,No
03/05/2020,Austero,2017,1900,Si,1200,No,No
15/01/2020,Subcompacto,2017,10820,Si,2500,No,No
13/06/2020,Deportivo,2017,30120,Si,4100,No,No
22/07/2020,Austero,2018,940,Si,1900,Si,No
21/11/2020,Austero,2017,3740,Si,1500,No,No
04/03/2020,Austero,2018,4650,Si,1000,No,No
30/06/2020,compacto,2016,25440,Si,3600,No,No
03/08/2020,De Lujo,2017,47960,Si,5900,No,No
16/04/2020,Subcompacto,2017,14910,Si,2100,No,No
01/12/2020,Camioneta,2017,78630,Si,7300,No,No
28/07/2020,Camioneta,2017,55340,Si,7700,No,No
14/06/2020,compacto,2017,24500,Si,3400,No,No
29/11/2020,De Lujo,2016,42880,Si,5900,No,No
29/11/2020,Camioneta,2018,70590,Si,7900,No,No
30/07/2020,Deportivo,2015,39150,Si,4700,No,No
26/04/2020,Austero,2018,8420,Si,1800,No,No
11/10/2020,compacto,2016,25180,Si,3100,No,No
20/07/2020,Austero,2018,4030,Si,1700,No,No
13/02/2020,Deportivo,2014,38980,Si,4600,No,No
08/10/2020,Austero,2018,4040,Si,1500,No,No
17/06/2020,Austero,2017,2040,Si,1600,No,No
20/09/2020,Subcompacto,2017,19350,Si,2300,No,No
26/01/2020,Subcompacto,2016,15020,Si,2700,No,No
23/08/2020,Austero,2016,2940,Si,1100,No,No
21/10/2020,Austero,2017,1640,Si,1400,No,No
01/02/2020,Austero,2017,6290,Si,1000,No,No
14/11/2020,Austero,2017,1920,Si,1300,No,No
13/10/2020,Subcompacto,2016,17280,Si,2500,No,No
13/12/2020,Austero,2018,20,Si,1800,Si,No
03/01/2020,Camioneta,2017,72440,Si,8100,No,No
16/08/2020,Austero,2016,4970,Si,1700,No,No
18/09/2020,Austero,2016,5080,Si,1300,No,No
30/04/2020,Austero,2017,8470,Si,1100,No,No
14/07/2020,Austero,2017,7770,Si,2000,No,No
09/05/2020,compacto,2017,23680,Si,3700,No,No
18/03/2020,Austero,2017,4620,Si,1000,No,No
05/06/2020,De Lujo,2018,41490,Si,6000,No,No
22/09/2020,Deportivo,2016,33480,Si,4300,No,No
15/07/2020,Austero,2018,6430,Si,1100,No,No
19/01/2020,Camioneta,2016,181270,Si,7300,No,No
15/05/2020,Austero,2017,2810,Si,1100,No,No
08/04/2020,Austero,2017,7240,Si,1300,No,No
15/02/2020,Austero,2017,500,Si,1300,Si,No
15/10/2020,Austero,2017,7310,Si,1900,No,No
08/11/2020,De Lujo,2017,44400,Si,5600,No,No
02/04/2020,De Lujo,2017,47990,Si,5100,No,No
14/06/2020,De Lujo,2016,41080,Si,5500,No,No
13/02/2020,Austero,2018,9150,Si,1000,No,No
04/10/2020,De Lujo,2017,42510,Si,5800,No,No
15/04/2020,Austero,2017,8400,Si,1000,No,No
07/03/2020,Subcompacto,2018,10810,Si,2700,No,No
01/11/2020,Camioneta,2019,263340,Si,8000,No,No
02/02/2020,Austero,2017,4220,Si,1400,No,No
28/03/2020,Austero,2016,6280,Si,2000,No,No
21/10/2020,Austero,2017,4820,Si,1600,No,No
10/09/2020,De Lujo,2017,40770,Si,5600,No,No
19/01/2020,Austero,2017,9880,Si,1900,No,No
06/11/2020,compacto,2016,27480,Si,3700,No,No
29/05/2020,Camioneta,2016,83190,Si,6300,No,No
16/09/2020,compacto,2017,22280,Si,3700,No,No
03/01/2020,compacto,2018,22760,Si,4000,No,No
24/08/2020,Austero,2016,3240,Si,1900,No,No
29/03/2020,Subcompacto,2017,12680,Si,2200,No,No
04/02/2020,compacto,2017,27080,Si,3600,No,No
19/09/2020,Camioneta,2017,89270,Si,8600,No,No
12/01/2020,Camioneta,2015,69120,Si,6600,No,No
09/02/2020,compacto,2017,21290,Si,3400,No,No
19/11/2020,Austero,2016,4360,Si,1100,No,No
12/09/2020,compacto,2016,27320,Si,3500,No,No
21/02/2020,Camioneta,2017,51290,Si,6800,No,No
10/10/2020,Austero,2017,650,Si,1400,Si,No
25/05/2020,De Lujo,2017,43400,Si,5400,No,No
27/01/2020,Subcompacto,2017,16980,Si,2500,No,No
01/01/2020,Camioneta,2017,56130,Si,6100,No,No
15/11/2020,Camioneta,2017,110080,Si,7400,No,No
02/02/2020,Austero,2017,6430,Si,1100,No,No
15/12/2020,Austero,2016,6250,Si,1700,No,No
10/01/2020,Austero,2017,3160,Si,1700,No,No
22/11/2020,Subcompacto,2018,19340,Si,2700,No,No
21/12/2020,Subcompacto,2017,19780,Si,2300,No,No
29/03/2020,Austero,2017,1110,Si,2000,Si,No
09/06/2020,Deportivo,2017,33250,Si,4700,No,No
26/11/2020,Camioneta,2017,74740,Si,6300,No,No
04/04/2020,Camioneta,2018,50160,Si,8300,No,No
02/06/2020,Subcompacto,2017,13960,Si,2900,No,No
27/11/2020,Subcompacto,2018,12920,Si,2800,No,No
15/10/2020,compacto,2017,21960,Si,4000,No,No
11/06/2020,compacto,2017,27400,Si,3500,No,No
26/07/2020,Subcompacto,2017,18450,Si,2200,No,No
06/01/2020,Subcompacto,2017,13910,Si,2700,No,No
14/02/2020,Camioneta,2018,114190,Si,7500,No,No
21/12/2020,Deportivo,2017,31130,Si,4600,No,No
23/03/2020,Camioneta,2017,88100,Si,7100,No,No
10/12/2020,Austero,2017,8520,Si,2000,No,No
20/05/2020,Subcompacto,2016,10830,Si,2200,No,No
18/09/2020,Subcompacto,2017,12510,Si,2100,No,No
03/10/2020,compacto,2017,27540,Si,3400,No,No
22/03/2020,compacto,2016,29340,Si,3800,No,No
28/09/2020,Austero,2016,8580,Si,1400,No,No
19/10/2020,Camioneta,2016,75500,Si,6800,No,No
21/02/2020,Subcompacto,2017,16300,Si,2300,No,No
14/04/2020,Deportivo,2017,33330,Si,4500,No,No
12/09/2020,Austero,2017,6690,Si,2000,No,No
26/05/2020,Camioneta,2016,98490,Si,7300,No,No
31/07/2020,Subcompacto,2017,14460,Si,2300,No,No
08/03/2020,Deportivo,2018,33470,Si,4200,No,No
18/02/2020,Deportivo,2017,34000,Si,4700,No,No
21/10/2020,compacto,2017,28700,Si,3600,No,No
08/04/2020,compacto,2015,23420,Si,4000,No,No
11/07/2020,Austero,2017,3060,Si,1200,No,No
27/08/2020,Austero,2017,3830,Si,1900,No,No
24/12/2020,Austero,2016,6690,Si,1700,No,No
22/04/2020,De Lujo,2017,44720,Si,5100,No,No
16/06/2020,Subcompacto,2016,15400,Si,2200,No,No
04/03/2020,Deportivo,2017,31880,Si,4200,No,No
30/09/2020,Austero,2017,7010,Si,1100,No,No
30/09/2020,Camioneta,2017,81590,Si,9900,No,No
31/08/2020,Austero,2017,9260,Si,1100,No,No
08/06/2020,Austero,2015,8470,Si,2000,No,No
16/04/2020,compacto,2016,26980,Si,3500,No,No
21/07/2020,Camioneta,2016,104070,Si,8100,No,No
17/06/2020,Subcompacto,2017,13990,Si,2500,No,No
26/05/2020,Austero,2017,560,Si,1900,Si,No
16/05/2020,Camioneta,2017,62780,Si,6400,No,No
24/01/2020,Camioneta,2018,84580,Si,8600,No,No
29/02/2020,Camioneta,2017,115790,Si,8800,No,No
19/08/2020,Camioneta,2017,56160,Si,6500,No,No
02/09/2020,De Lujo,2017,48170,Si,5600,No,No
30/01/2020,compacto,2018,25060,Si,3800,No,No
03/02/2020,Camioneta,2018,62640,Si,9400,No,No
25/06/2020,Camioneta,2016,77980,Si,10000,No,No
06/05/2020,Deportivo,2017,30970,Si,4300,No,No
06/03/2020,Austero,2017,2310,Si,1800,No,No
10/12/2020,De Lujo,2017,46490,Si,5200,No,No
17/02/2020,Deportivo,2017,37820,Si,4300,No,No
15/07/2020,Subcompacto,2017,19930,Si,2400,No,No
19/11/2020,Camioneta,2016,79630,Si,8700,No,No
12/05/2020,Austero,2017,5010,Si,1500,No,No
08/07/2020,Camioneta,2016,136980,Si,8000,No,No
11/06/2020,Camioneta,2016,52010,Si,8000,No,No
15/07/2020,Austero,2017,8660,Si,2000,No,No
22/08/2020,De Lujo,2018,48520,Si,5700,No,No
27/04/2020,Deportivo,2016,30010,Si,4300,No,No
26/05/2020,Austero,2018,1210,Si,1400,Si,No
10/02/2020,Camioneta,2018,120740,Si,6200,No,No
24/03/2020,Austero,2017,4700,Si,1900,No,No
23/08/2020,De Lujo,2016,49020,Si,5900,No,No
30/05/2020,compacto,2018,28140,Si,3600,No,No
27/04/2020,Austero,2018,1380,Si,1600,Si,No
19/03/2020,De Lujo,2017,45390,Si,5100,No,No
28/07/2020,Austero,2018,8810,Si,1500,No,No
03/04/2020,Austero,2017,3000,Si,1400,No,No
29/04/2020,Deportivo,2017,33010,Si,4700,No,No
21/06/2020,Deportivo,2018,30860,Si,4400,No,No
30/03/2020,Austero,2017,6730,Si,1700,No,No
22/06/2020,Subcompacto,2016,13250,Si,2200,No,No
26/01/2020,Camioneta,2018,51720,Si,9300,No,No
05/11/2020,compacto,2017,27700,Si,3400,No,No
05/08/2020,compacto,2017,29990,Si,3000,No,No
18/11/2020,Camioneta,2017,73450,Si,8000,No,No
14/03/2020,Austero,2017,580,Si,1200,Si,No
26/06/2020,compacto,2017,23310,Si,3600,No,No
19/11/2020,Subcompacto,2017,10270,Si,2000,No,No
19/03/2020,De Lujo,2016,48000,Si,5100,No,No
12/01/2020,De Lujo,2016,43070,Si,5600,No,No
19/01/2020,Deportivo,2017,32490,Si,4100,No,No
27/06/2020,Subcompacto,2017,16150,Si,3000,No,No
04/07/2020,Camioneta,2017,88800,Si,7300,No,No
05/01/2020,Camioneta,2016,57750,Si,7400,No,No
15/11/2020,Austero,2016,3860,Si,1800,No,No
24/01/2020,De Lujo,2017,47390,Si,5000,No,No
10/03/2020,Camioneta,2017,56030,Si,9600,No,No
18/03/2020,Austero,2017,460,Si,2000,Si,No
19/01/2020,Austero,2017,7720,Si,1600,No,No
24/01/2020,Subcompacto,2018,13740,Si,2800,No,No
24/02/2020,Austero,2017,2410,Si,1500,No,No
20/02/2020,Austero,2017,3460,Si,1600,No,No
09/01/2020,Austero,2016,5720,Si,1100,No,No
27/07/2020,Austero,2017,5900,Si,1400,No,No
25/02/2020,Deportivo,2016,39510,Si,4900,No,No
30/05/2020,Austero,2017,1380,Si,1900,Si,No
19/02/2020,compacto,2017,23120,Si,3900,No,No
19/05/2020,Camioneta,2018,163140,Si,8200,No,No
09/12/2020,Austero,2018,150,Si,1500,Si,No
27/09/2020,Austero,2016,510,Si,1900,Si,No
01/05/2020,Austero,2016,4380,Si,1300,No,No
12/08/2020,Camioneta,2017,62910,Si,7000,No,No
17/05/2020,Deportivo,2017,32650,Si,5000,No,No
03/03/2020,Deportivo,2016,35100,Si,4300,No,No
17/02/2020,compacto,2018,25180,Si,3400,No,No
08/11/2020,Subcompacto,2017,14130,Si,2900,No,No
02/01/2020,Austero,2017,6650,Si,1700,No,No
03/11/2020,Austero,2017,1530,Si,1200,No,No
26/04/2020,Austero,2018,9830,Si,1000,No,No
30/11/2020,Austero,2017,410,Si,1300,Si,No
11/11/2020,Austero,2019,5060,Si,1100,No,No
30/11/2020,Subcompacto,2017,18180,Si,2300,No,No
06/12/2020,De Lujo,2018,48600,Si,5800,No,No
10/10/2020,Austero,2016,8310,Si,1600,No,No
06/12/2020,Camioneta,2019,73540,Si,7600,No,No
27/12/2020,Austero,2018,5820,Si,1900,No,No
02/04/2020,Subcompacto,2018,15150,Si,2500,No,No
25/07/2020,Camioneta,2016,114590,Si,7500,No,No
16/07/2020,Camioneta,2018,66060,Si,7800,No,No
21/12/2020,Austero,2017,880,Si,1800,Si,No
16/12/2020,Austero,2017,6640,Si,1600,No,No
18/04/2020,Austero,2017,6140,Si,2000,No,No
16/08/2020,Austero,2017,2710,Si,1800,No,No
18/11/2020,Austero,2017,4620,Si,2000,No,No
07/10/2020,Subcompacto,2016,13150,Si,2900,No,No
08/08/2020,De Lujo,2017,44200,Si,5800,No,No
16/06/2020,Subcompacto,2018,15880,Si,2800,No,No
07/04/2020,Austero,2017,6160,Si,1600,No,No
25/08/2020,compacto,2017,29400,Si,3300,No,No
07/02/2020,compacto,2017,23690,Si,3300,No,No
16/10/2020,Subcompacto,2016,10970,Si,2400,No,No
17/06/2020,Austero,2017,9780,Si,1600,No,No
19/10/2020,Subcompacto,2017,13990,Si,2700,No,No
09/04/2020,Subcompacto,2018,13140,Si,2700,No,No
03/03/2020,Austero,2018,2080,Si,1100,No,No
17/11/2020,Deportivo,2017,39560,Si,4300,No,No
22/09/2020,Subcompacto,2018,16400,Si,2900,No,No
15/06/2020,Camioneta,2017,52190,Si,8900,No,No
04/03/2020,Camioneta,2016,53210,Si,6100,No,No
04/05/2020,compacto,2016,21230,Si,3500,No,No
13/02/2020,De Lujo,2017,49300,Si,5300,No,No
09/10/2020,Subcompacto,2016,15340,Si,2300,No,No
10/08/2020,De Lujo,2017,42680,Si,5100,No,No
16/03/2020,Subcompacto,2018,10090,Si,2900,No,No
06/12/2020,Camioneta,2016,67610,Si,9900,No,No
10/07/2020,compacto,2017,28770,Si,4000,No,No
10/09/2020,Austero,2017,6170,Si,1700,No,No
01/02/2020,De Lujo,2017,45770,Si,5600,No,No
07/02/2020,Deportivo,2018,35880,Si,4500,No,No
21/03/2020,Camioneta,2016,51960,Si,8300,No,No
30/08/2020,De Lujo,2017,40210,Si,5100,No,No
05/12/2020,Deportivo,2017,33350,Si,5000,No,No
25/09/2020,Austero,2017,4960,Si,1400,No,No
03/08/2020,Deportivo,2016,36730,Si,4600,No,No
27/07/2020,compacto,2018,21560,Si,3300,No,No
04/06/2020,Subcompacto,2017,13800,Si,2500,No,No
04/04/2020,Austero,2017,820,Si,1400,Si,No
15/02/2020,Austero,2017,1020,Si,1600,Si,No
16/04/2020,Subcompacto,2017,19770,Si,2900,No,No
20/11/2020,De Lujo,2018,41290,Si,5900,No,No
02/09/2020,Austero,2017,860,Si,1800,Si,No
15/01/2020,Subcompacto,2016,19260,Si,2500,No,No
20/06/2020,De Lujo,2016,40230,Si,5800,No,No
17/05/2020,Subcompacto,2017,17330,Si,2000,No,No
08/01/2020,Deportivo,2017,30530,Si,4200,No,No
08/09/2020,compacto,2016,21090,Si,3800,No,No
20/07/2020,Austero,2018,3200,Si,1100,No,No
05/09/2020,Austero,2017,1970,Si,2000,Si,No
24/02/2020,compacto,2016,28330,Si,3600,No,No
11/03/2020,Austero,2017,120,Si,1800,Si,No
08/11/2020,Camioneta,2017,62740,Si,9600,No,No
23/06/2020,Deportivo,2017,33690,Si,4100,No,No
20/05/2020,Subcompacto,2017,16140,Si,2900,No,No
20/02/2020,Camioneta,2018,56860,Si,7200,No,No
29/01/2020,Subcompacto,2017,17700,Si,2000,No,No
05/10/2020,Subcompacto,2017,18450,Si,2400,No,No
04/01/2020,Camioneta,2017,64830,Si,6700,No,No
14/04/2020,Deportivo,2016,30500,Si,4900,No,No
18/09/2020,Austero,2018,7290,Si,1500,No,No
30/09/2020,Camioneta,2017,52880,Si,9800,No,No
14/04/2020,Austero,2017,1000,Si,1400,Si,No
13/07/2020,compacto,2017,26410,Si,3400,No,No
03/03/2020,Austero,2018,680,Si,1700,Si,No
01/08/2020,Deportivo,2016,39850,Si,4600,No,No
09/12/2020,Camioneta,2017,57210,Si,8700,No,No
01/03/2020,compacto,2017,24920,Si,3700,No,No
17/11/2020,Subcompacto,2016,12740,Si,2600,No,No
19/02/2020,Camioneta,2017,74810,Si,9600,No,No
11/04/2020,Camioneta,2016,82450,Si,8600,No,No
26/04/2020,Subcompacto,2017,19990,Si,2900,No,No
27/04/2020,Deportivo,2017,30030,Si,4700,No,No
06/04/2020,Austero,2017,9470,Si,1300,No,No
29/06/2020,Subcompacto,2017,19190,Si,2100,No,No
07/08/2020,Subcompacto,2017,12090,Si,2700,No,No
03/03/2020,Camioneta,2017,55080,Si,6500,No,No
25/10/2020,Austero,2017,8910,Si,1400,No,No
31/07/2020,Austero,2016,3390,Si,1900,No,No
02/12/2020,compacto,2018,27960,Si,3800,No,No
28/12/2020,Subcompacto,2017,12370,Si,2000,No,No
05/06/2020,Subcompacto,2018,19920,Si,2500,No,No
